 ,Signup_Date,Cancel_Date,Plan_Type,Country,Industry,Monthly_Recurring_Revenue,Total_Contract_Value,Payment_Method,Currency,Churned,Customer Status,Is_Active,Active Months,Churn_Reason,NPS_Score,NPS_Scrore_Clean,Support_Tickets_Opened,Acquisition_Channel,Is_Referral_Customer,Region,Cohort_Month,Column1
CUST1183,2023-04-23,2023-07-07,Basic,Australia,HealthTech,29,58,PayPal,GBP,Yes,Churned,0,2,Bugs,,No Score,1,Organic,Yes,North America,2023-04,
CUST1184,2024-03-29,,Basic,India,Marketing,29,87,Card,EUR,No,Active,1,3,Not Provided,,No Score,1,Referral,No,North America,2024-03,
CUST1185,2023-03-27,2023-09-27,Pro,United Kingdom,EdTech,79,474,PayPal,USD,Yes,Churned,0,6,Switched to Competitor,5,5,0,Paid,No,Europe,2023-03,
CUST1186,2024-01-19,,Pro,India,EdTech,79,395,PayPal,USD,No,Active,1,5,Not Provided,4,4,0,Organic,No,Africa,2024-01,
CUST1187,2024-05-26,2024-06-28,Basic,India,E-commerce,29,29,PayPal,USD,Yes,Churned,0,1,Not Provided,2,2,2,Organic,Yes,Africa,2024-05,
CUST1188,2023-02-14,,Basic,India,Marketing,29,464,Wire,GBP,No,Active,1,16,Not Provided,7,7,0,Organic,No,Asia,2023-02,
CUST1189,2024-04-13,2024-05-21,Basic,United States,E-commerce,29,29,Card,USD,Yes,Churned,0,1,Pricing,,No Score,1,Paid,No,North America,2024-04,
CUST1190,2024-05-02,,Pro,India,Real Estate,79,79,Wire,GBP,No,Active,1,1,Not Provided,2,2,0,Paid,No,Europe,2024-05,
CUST1191,2023-11-28,2024-06-16,Enterprise,Australia,Fintech,199,1194,Card,USD,Yes,Churned,0,6,Pricing,10,10,0,Paid,No,Asia,2023-11,
CUST1192,2023-04-28,,Basic,United States,Fintech,29,406,Card,GBP,No,Active,1,14,Not Provided,1,1,1,Organic,No,Europe,2023-04,
CUST1193,2023-06-08,,Pro,Nigeria,HealthTech,79,948,PayPal,GBP,No,Active,1,12,Not Provided,,No Score,0,Organic,No,Europe,2023-06,
CUST1194,2023-03-29,2023-10-09,Enterprise,United States,E-commerce,199,1194,Wire,GBP,Yes,Churned,0,6,Switched to Competitor,7,7,0,Organic,Yes,Europe,2023-03,
CUST1195,2023-04-28,,Enterprise,India,Fintech,199,2786,Card,USD,No,Active,1,14,Not Provided,,No Score,2,Partnership,Yes,Europe,2023-04,
CUST1196,2023-11-13,,Basic,India,Marketing,29,203,PayPal,USD,No,Active,1,7,Not Provided,,No Score,0,Partnership,No,Africa,2023-11,
CUST1197,2023-12-19,,Basic,United States,E-commerce,29,174,PayPal,GBP,No,Active,1,6,Not Provided,2,2,0,Paid,No,Africa,2023-12,
CUST1198,2023-03-12,,Pro,India,Fintech,79,1185,Card,GBP,No,Active,1,15,Not Provided,1,1,0,Referral,No,Africa,2023-03,
CUST1199,2023-08-29,2023-10-14,Basic,Australia,EdTech,29,29,Card,EUR,Yes,Churned,0,1,Other,10,10,0,Paid,No,Asia,2023-08,
CUST1200,2023-03-25,2024-01-10,Basic,Germany,Marketing,29,261,PayPal,EUR,Yes,Churned,0,9,Pricing,,No Score,1,Paid,No,Other,2023-03,
CUST1201,2023-03-22,,Enterprise,Germany,Marketing,199,2985,PayPal,EUR,No,Active,1,15,Not Provided,2,2,1,Organic,Yes,Asia,2023-03,
CUST1202,2023-11-04,2024-04-10,Enterprise,Australia,Real Estate,199,995,Card,GBP,Yes,Churned,0,5,Not Provided,3,3,0,Partnership,Yes,Africa,2023-11,
CUST1203,2024-01-11,2024-05-29,Enterprise,United States,E-commerce,199,796,Card,EUR,Yes,Churned,0,4,Pricing,10,10,0,Organic,No,Europe,2024-01,
CUST1204,2024-03-01,2024-04-18,Enterprise,India,EdTech,199,199,Wire,USD,Yes,Churned,0,1,Pricing,0,0,1,Organic,No,Other,2024-03,
CUST1205,2023-03-04,,Basic,United States,Real Estate,29,464,Wire,USD,No,Active,1,15,Not Provided,0,0,0,Paid,No,Asia,2023-03,
CUST1206,2023-08-13,,Pro,United States,HealthTech,79,790,PayPal,GBP,No,Active,1,10,Not Provided,4,4,0,Organic,No,North America,2023-08,
CUST1207,2023-02-16,,Basic,United States,Marketing,29,464,PayPal,GBP,No,Active,1,16,Not Provided,6,6,0,Referral,No,Africa,2023-02,
CUST1208,2024-05-17,,Basic,Nigeria,HealthTech,29,29,PayPal,EUR,No,Active,1,1,Not Provided,4,4,1,Paid,Yes,Other,2024-05,
CUST1209,2023-06-15,,Enterprise,Canada,EdTech,199,2388,Card,USD,No,Active,1,12,Not Provided,,No Score,0,Paid,Yes,Other,2023-06,
CUST1210,2023-02-02,2024-03-14,Enterprise,Australia,Marketing,199,2587,Card,USD,Yes,Churned,0,13,Bugs,7,7,1,Referral,No,Europe,2023-02,
CUST1211,2023-03-10,,Pro,United States,HealthTech,79,1185,PayPal,GBP,No,Active,1,15,Not Provided,,No Score,3,Organic,No,Asia,2023-03,
CUST1212,2023-11-30,2024-01-21,Pro,United Kingdom,Marketing,79,79,Wire,GBP,Yes,Churned,0,1,Not Provided,,No Score,0,Partnership,Yes,Other,2023-11,
CUST1213,2023-03-29,,Basic,United States,Marketing,29,435,PayPal,USD,No,Active,1,15,Not Provided,6,6,0,Organic,No,Other,2023-03,
CUST1214,2024-01-25,2024-03-28,Basic,Australia,E-commerce,29,58,PayPal,USD,Yes,Churned,0,2,Bugs,10,10,0,Organic,No,Asia,2024-01,
CUST1215,2024-03-01,,Basic,United Kingdom,HealthTech,29,116,Wire,EUR,No,Active,1,3,Not Provided,,No Score,2,Organic,No,Other,2024-03,
CUST1216,2024-03-27,,Basic,United States,Real Estate,29,87,PayPal,GBP,No,Active,1,3,Not Provided,,No Score,0,Organic,No,Other,2024-03,
CUST1217,2023-04-14,,Basic,United States,HealthTech,29,406,Card,GBP,No,Active,1,14,Not Provided,6,6,2,Paid,No,Asia,2023-04,
CUST1218,2023-08-08,2024-06-16,Basic,United States,EdTech,29,290,PayPal,EUR,Yes,Churned,0,10,Pricing,7,7,0,Partnership,Yes,Asia,2023-08,
CUST1219,2023-02-08,2024-03-18,Basic,United States,Fintech,29,377,PayPal,USD,Yes,Churned,0,13,Bugs,1,1,0,Paid,No,Other,2023-02,
CUST1220,2024-01-04,,Basic,Germany,Fintech,29,145,PayPal,EUR,No,Active,1,5,Not Provided,,No Score,1,Organic,No,Europe,2024-01,
CUST1221,2023-11-14,,Basic,India,Real Estate,29,203,Wire,EUR,No,Active,1,7,Not Provided,1,1,0,Referral,No,Africa,2023-11,
CUST1222,2024-03-01,,Basic,United States,Marketing,29,116,Card,GBP,No,Active,1,3,Not Provided,6,6,1,Paid,Yes,North America,2024-03,
CUST1223,2023-02-20,,Basic,Canada,Real Estate,29,464,Card,EUR,No,Active,1,16,Not Provided,10,10,0,Organic,No,Africa,2023-02,
CUST1224,2024-05-18,2024-06-26,Basic,India,HealthTech,29,29,Wire,USD,Yes,Churned,0,1,No Value,4,4,0,Organic,Yes,Europe,2024-05,
CUST1225,2023-12-14,,Basic,United States,HealthTech,29,174,PayPal,GBP,No,Active,1,6,Not Provided,4,4,0,Referral,No,Europe,2023-12,
CUST1226,2023-07-14,,Basic,United Kingdom,HealthTech,29,319,Wire,USD,No,Active,1,11,Not Provided,,No Score,1,Organic,Yes,North America,2023-07,
CUST1227,2023-12-21,,Basic,India,EdTech,29,174,Wire,GBP,No,Active,1,6,Not Provided,8,8,1,Organic,No,Africa,2023-12,
CUST1228,2023-04-15,,Basic,Nigeria,Real Estate,29,406,Wire,GBP,No,Active,1,14,Not Provided,,No Score,0,Paid,No,Asia,2023-04,
CUST1229,2023-05-05,,Basic,United States,E-commerce,29,406,Wire,GBP,No,Active,1,13,Not Provided,10,10,1,Referral,No,Europe,2023-05,
CUST1230,2023-05-31,,Basic,Germany,Marketing,29,377,Card,EUR,No,Active,1,12,Not Provided,,No Score,0,Paid,No,Other,2023-05,
CUST1231,2023-02-26,,Enterprise,India,HealthTech,199,3184,PayPal,GBP,No,Active,1,16,Not Provided,8,8,0,Organic,No,Europe,2023-02,
CUST1232,2023-03-13,2024-04-17,Pro,Australia,HealthTech,79,1027,Card,EUR,Yes,Churned,0,13,Bugs,,No Score,0,Organic,No,Other,2023-03,
CUST1233,2023-10-13,2024-02-15,Basic,United Kingdom,Marketing,29,116,Card,USD,Yes,Churned,0,4,Pricing,,No Score,0,Paid,No,Asia,2023-10,
CUST1234,2023-04-08,2024-04-20,Basic,Nigeria,EdTech,29,348,Card,EUR,Yes,Churned,0,12,Switched to Competitor,,No Score,1,Paid,Yes,Asia,2023-04,
CUST1235,2024-02-06,2024-04-25,Pro,United States,HealthTech,79,158,Card,USD,Yes,Churned,0,2,Switched to Competitor,,No Score,1,Referral,No,Other,2024-02,
CUST1236,2023-02-15,,Basic,Australia,E-commerce,29,464,Card,EUR,No,Active,1,16,Not Provided,4,4,0,Referral,No,Europe,2023-02,
CUST1237,2023-09-28,2023-12-03,Basic,Germany,Fintech,29,58,Card,GBP,Yes,Churned,0,2,Pricing,10,10,1,Paid,No,Europe,2023-09,
CUST1238,2024-04-05,,Basic,United States,HealthTech,29,58,Card,USD,No,Active,1,2,Not Provided,5,5,0,Referral,Yes,Other,2024-04,
CUST1239,2023-03-09,,Pro,Nigeria,E-commerce,79,1185,Wire,EUR,No,Active,1,15,Not Provided,,No Score,2,Referral,No,North America,2023-03,
CUST1240,2023-01-10,2023-04-07,Basic,United States,EdTech,29,58,Card,EUR,Yes,Churned,0,2,Bugs,,No Score,0,Organic,Yes,North America,2023-01,
CUST1241,2023-05-05,,Pro,Nigeria,HealthTech,79,1106,Wire,GBP,No,Active,1,13,Not Provided,,No Score,1,Paid,No,North America,2023-05,
CUST1242,2024-01-04,2024-04-24,Basic,United States,Fintech,29,87,Card,EUR,Yes,Churned,0,3,Pricing,,No Score,1,Organic,Yes,Other,2024-01,
CUST1243,2024-04-27,,Basic,United States,EdTech,29,58,Wire,GBP,No,Active,1,2,Not Provided,,No Score,3,Organic,No,Africa,2024-04,
CUST1244,2023-11-18,,Basic,Nigeria,Marketing,29,203,Card,USD,No,Active,1,7,Not Provided,6,6,0,Organic,No,Asia,2023-11,
CUST1245,2024-01-24,,Basic,United States,HealthTech,29,145,Card,GBP,No,Active,1,5,Not Provided,,No Score,0,Organic,Yes,Other,2024-01,
CUST1246,2024-03-12,,Basic,Canada,EdTech,29,87,Card,GBP,No,Active,1,3,Not Provided,,No Score,1,Organic,No,Asia,2024-03,
CUST1247,2023-04-16,2023-12-22,Enterprise,United States,Real Estate,199,1592,Card,GBP,Yes,Churned,0,8,Switched to Competitor,5,5,1,Organic,No,Africa,2023-04,
CUST1248,2024-04-01,2024-05-26,Basic,Canada,HealthTech,29,29,Card,USD,Yes,Churned,0,1,Pricing,3,3,1,Referral,No,Europe,2024-04,
CUST1249,2023-06-09,,Pro,United States,Fintech,79,948,PayPal,GBP,No,Active,1,12,Not Provided,0,0,1,Organic,No,Asia,2023-06,
CUST1250,2024-05-30,,Basic,United States,Fintech,29,29,PayPal,EUR,No,Active,1,1,Not Provided,,No Score,2,Referral,No,Asia,2024-05,
CUST1251,2023-02-26,2023-08-10,Pro,United States,Real Estate,79,395,Card,EUR,Yes,Churned,0,5,Bugs,3,3,0,Referral,No,Africa,2023-02,
CUST1252,2024-02-03,2024-03-26,Enterprise,Canada,Real Estate,199,199,Card,GBP,Yes,Churned,0,1,Pricing,3,3,0,Partnership,No,Africa,2024-02,
CUST1253,2024-02-05,2024-04-05,Basic,Nigeria,Fintech,29,58,Wire,EUR,Yes,Churned,0,2,Other,4,4,0,Organic,No,Other,2024-02,
CUST1254,2024-04-12,,Basic,United States,HealthTech,29,58,Wire,GBP,No,Active,1,2,Not Provided,,No Score,1,Organic,No,Europe,2024-04,
CUST1255,2024-03-27,,Enterprise,United Kingdom,Marketing,199,597,Wire,USD,No,Active,1,3,Not Provided,1,1,1,Referral,Yes,Other,2024-03,
CUST1256,2024-05-04,,Pro,United States,Fintech,79,79,PayPal,USD,No,Active,1,1,Not Provided,4,4,1,Organic,No,Europe,2024-05,
CUST1257,2023-03-08,,Pro,United Kingdom,Real Estate,79,1264,Wire,EUR,No,Active,1,15,Not Provided,,No Score,0,Referral,No,Asia,2023-03,
CUST1258,2023-04-16,,Pro,United States,HealthTech,79,1106,PayPal,USD,No,Active,1,14,Not Provided,,No Score,0,Organic,No,Europe,2023-04,
CUST1259,2023-09-24,,Basic,Canada,Real Estate,29,261,Wire,EUR,No,Active,1,9,Not Provided,8,8,1,Partnership,Yes,North America,2023-09,
CUST1260,2023-06-10,,Basic,United States,Marketing,29,348,PayPal,USD,No,Active,1,12,Not Provided,,No Score,0,Organic,No,North America,2023-06,
CUST1261,2024-03-17,2024-06-10,Pro,United States,E-commerce,79,158,Wire,USD,Yes,Churned,0,2,No Value,,No Score,1,Partnership,No,Other,2024-03,
CUST1262,2023-07-24,,Basic,India,E-commerce,29,319,Card,GBP,No,Active,1,11,Not Provided,8,8,0,Referral,No,Europe,2023-07,
CUST1263,2023-05-26,,Basic,Australia,Real Estate,29,377,Card,GBP,No,Active,1,13,Not Provided,9,9,0,Organic,No,Africa,2023-05,
CUST1264,2024-04-18,,Pro,India,EdTech,79,158,PayPal,EUR,No,Active,1,2,Not Provided,8,8,1,Referral,No,Europe,2024-04,
CUST1265,2023-02-13,,Enterprise,Nigeria,Fintech,199,3184,Card,USD,No,Active,1,16,Not Provided,2,2,1,Organic,No,Asia,2023-02,
CUST1266,2023-10-31,2024-04-18,Basic,United States,HealthTech,29,145,Wire,USD,Yes,Churned,0,5,Other,0,0,0,Referral,Yes,North America,2023-10,
CUST1267,2023-04-23,2023-11-21,Basic,Nigeria,EdTech,29,203,PayPal,EUR,Yes,Churned,0,6,Not Provided,,No Score,1,Referral,No,Europe,2023-04,
CUST1268,2023-04-10,2023-05-10,Basic,Australia,HealthTech,29,29,Wire,USD,Yes,Churned,0,1,Switched to Competitor,7,7,0,Organic,No,Europe,2023-04,
CUST1269,2024-02-14,,Basic,Germany,Fintech,29,116,Wire,USD,No,Active,1,4,Not Provided,,No Score,0,Referral,No,Europe,2024-02,
CUST1270,2023-09-25,,Basic,United Kingdom,Real Estate,29,261,Card,USD,No,Active,1,9,Not Provided,,No Score,1,Organic,No,Asia,2023-09,
CUST1271,2023-04-21,,Basic,India,Fintech,29,406,Card,EUR,No,Active,1,14,Not Provided,1,1,1,Paid,No,North America,2023-04,
CUST1272,2023-05-04,2024-02-28,Basic,United Kingdom,EdTech,29,290,Wire,GBP,Yes,Churned,0,9,Pricing,,No Score,2,Referral,No,Other,2023-05,
CUST1273,2024-01-24,,Pro,Australia,Fintech,79,395,Wire,EUR,No,Active,1,5,Not Provided,,No Score,1,Paid,No,North America,2024-01,
CUST1274,2024-03-25,2024-06-08,Basic,United States,HealthTech,29,58,Wire,GBP,Yes,Churned,0,2,Pricing,,No Score,0,Paid,Yes,North America,2024-03,
CUST1275,2023-08-27,,Basic,Canada,Marketing,29,290,Card,USD,No,Active,1,10,Not Provided,,No Score,1,Referral,No,Africa,2023-08,
CUST1276,2024-05-23,2024-06-24,Basic,United Kingdom,EdTech,29,29,Card,EUR,Yes,Churned,0,1,Not Provided,6,6,0,Organic,No,Europe,2024-05,
CUST1277,2023-03-22,2024-05-22,Basic,United States,Marketing,29,406,Wire,USD,Yes,Churned,0,14,Switched to Competitor,4,4,1,Organic,No,Europe,2023-03,
CUST1278,2023-06-06,2023-12-17,Pro,India,Real Estate,79,474,PayPal,EUR,Yes,Churned,0,6,Bugs,3,3,0,Referral,Yes,Africa,2023-06,
CUST1279,2024-03-27,,Basic,India,HealthTech,29,87,Wire,EUR,No,Active,1,3,Not Provided,7,7,0,Organic,Yes,Europe,2024-03,
CUST1280,2023-12-16,2024-02-28,Basic,United Kingdom,E-commerce,29,58,Card,USD,Yes,Churned,0,2,Bugs,,No Score,0,Organic,No,Asia,2023-12,
CUST1281,2023-11-17,2024-04-28,Basic,Nigeria,E-commerce,29,145,PayPal,USD,Yes,Churned,0,5,Switched to Competitor,7,7,0,Organic,Yes,Asia,2023-11,
CUST1282,2024-01-19,2024-05-24,Basic,Canada,EdTech,29,116,Wire,USD,Yes,Churned,0,4,No Value,,No Score,1,Paid,No,North America,2024-01,
CUST1283,2023-01-24,,Pro,Canada,EdTech,79,1343,Card,USD,No,Active,1,17,Not Provided,4,4,0,Organic,No,Europe,2023-01,
CUST1284,2023-02-09,,Basic,Australia,HealthTech,29,464,Wire,GBP,No,Active,1,16,Not Provided,6,6,0,Organic,No,Europe,2023-02,
CUST1285,2023-03-15,2023-12-02,Pro,United States,Real Estate,79,632,PayPal,GBP,Yes,Churned,0,8,Switched to Competitor,9,9,1,Organic,No,Europe,2023-03,
CUST1286,2023-11-04,2024-02-22,Basic,India,Fintech,29,87,Wire,GBP,Yes,Churned,0,3,No Value,8,8,0,Referral,Yes,North America,2023-11,
CUST1287,2023-05-01,2023-09-01,Basic,United Kingdom,HealthTech,29,116,Card,GBP,Yes,Churned,0,4,Bugs,,No Score,2,Organic,No,North America,2023-05,
CUST1288,2023-12-13,2024-06-11,Pro,Australia,EdTech,79,474,PayPal,USD,Yes,Churned,0,5,Pricing,,No Score,1,Referral,No,Asia,2023-12,
CUST1289,2023-02-17,2023-08-18,Pro,United Kingdom,E-commerce,79,474,PayPal,USD,Yes,Churned,0,6,Not Provided,,No Score,1,Paid,Yes,Asia,2023-02,
CUST1290,2023-10-09,2023-12-12,Pro,Germany,Marketing,79,158,Wire,EUR,Yes,Churned,0,2,Pricing,,No Score,0,Paid,No,Europe,2023-10,
CUST1291,2024-04-07,,Pro,United States,Marketing,79,158,Wire,USD,No,Active,1,2,Not Provided,3,3,2,Organic,Yes,Other,2024-04,
CUST1292,2023-07-15,,Pro,United Kingdom,E-commerce,79,869,Wire,GBP,No,Active,1,11,Not Provided,0,0,1,Referral,No,Other,2023-07,
CUST1293,2024-05-21,,Basic,Nigeria,HealthTech,29,29,Wire,GBP,No,Active,1,1,Not Provided,,No Score,1,Paid,No,Africa,2024-05,
CUST1294,2023-09-25,,Pro,United States,EdTech,79,711,PayPal,EUR,No,Active,1,9,Not Provided,,No Score,2,Referral,No,Asia,2023-09,
CUST1295,2023-05-30,2024-01-24,Pro,United States,Marketing,79,553,Wire,EUR,Yes,Churned,0,7,No Value,6,6,0,Paid,No,North America,2023-05,
CUST1296,2023-08-06,2024-02-26,Basic,United Kingdom,Marketing,29,174,Wire,GBP,Yes,Churned,0,6,Switched to Competitor,,No Score,0,Partnership,No,Europe,2023-08,
CUST1297,2024-01-23,2024-06-20,Enterprise,United States,HealthTech,199,796,Card,EUR,Yes,Churned,0,4,Pricing,10,10,0,Partnership,No,Africa,2024-01,
CUST1298,2023-09-21,,Pro,India,E-commerce,79,711,PayPal,GBP,No,Active,1,9,Not Provided,,No Score,0,Organic,No,Europe,2023-09,
CUST1299,2023-03-22,2024-02-14,Pro,United States,Real Estate,79,790,PayPal,USD,Yes,Churned,0,10,Bugs,5,5,0,Organic,No,Africa,2023-03,
CUST1300,2024-02-23,2024-06-30,Basic,United States,Real Estate,29,116,Card,USD,Yes,Churned,0,4,Switched to Competitor,,No Score,1,Paid,Yes,North America,2024-02,
CUST1301,2024-01-19,,Pro,United Kingdom,Marketing,79,395,PayPal,USD,No,Active,1,5,Not Provided,,No Score,1,Partnership,Yes,North America,2024-01,
CUST1302,2023-07-16,,Pro,Germany,Real Estate,79,869,Wire,USD,No,Active,1,11,Not Provided,,No Score,0,Referral,No,Europe,2023-07,
CUST1303,2023-12-18,,Basic,United States,EdTech,29,174,Card,GBP,No,Active,1,6,Not Provided,,No Score,1,Referral,No,Other,2023-12,
CUST1304,2023-10-10,2024-02-14,Basic,United Kingdom,Fintech,29,116,Card,GBP,Yes,Churned,0,4,Switched to Competitor,,No Score,0,Paid,No,North America,2023-10,
CUST1305,2024-05-25,,Enterprise,India,Marketing,199,199,Card,USD,No,Active,1,1,Not Provided,4,4,0,Organic,No,Africa,2024-05,
CUST1306,2023-01-25,,Pro,United States,EdTech,79,1343,Card,USD,No,Active,1,17,Not Provided,6,6,0,Paid,No,Other,2023-01,
CUST1307,2023-02-26,,Basic,Germany,HealthTech,29,464,Wire,EUR,No,Active,1,16,Not Provided,6,6,1,Referral,Yes,Africa,2023-02,
CUST1308,2024-01-15,,Basic,India,HealthTech,29,145,Card,GBP,No,Active,1,5,Not Provided,2,2,1,Partnership,Yes,Asia,2024-01,
CUST1309,2023-08-08,2023-12-01,Basic,United Kingdom,HealthTech,29,87,Card,USD,Yes,Churned,0,3,Pricing,10,10,0,Paid,No,North America,2023-08,
CUST1310,2024-01-14,2024-04-10,Basic,India,Real Estate,29,58,PayPal,EUR,Yes,Churned,0,2,Pricing,,No Score,0,Referral,No,Europe,2024-01,
CUST1311,2024-01-17,2024-06-01,Pro,Australia,E-commerce,79,316,Wire,GBP,Yes,Churned,0,4,Other,10,10,1,Paid,Yes,Africa,2024-01,
CUST1312,2024-01-18,2024-05-24,Pro,United States,Fintech,79,316,Card,EUR,Yes,Churned,0,4,No Value,,No Score,1,Referral,No,North America,2024-01,
CUST1313,2023-04-25,2024-06-12,Enterprise,Canada,Fintech,199,2587,Wire,GBP,Yes,Churned,0,13,No Value,3,3,0,Partnership,No,Other,2023-04,
CUST1314,2024-03-23,,Pro,Canada,Fintech,79,237,Wire,GBP,No,Active,1,3,Not Provided,0,0,3,Partnership,No,Asia,2024-03,
CUST1315,2024-02-26,2024-06-26,Basic,United States,Fintech,29,116,PayPal,USD,Yes,Churned,0,4,No Value,9,9,1,Paid,No,North America,2024-02,
CUST1316,2023-08-01,,Enterprise,United States,Fintech,199,2189,Wire,EUR,No,Active,1,10,Not Provided,4,4,0,Paid,No,Europe,2023-08,
CUST1317,2023-03-19,,Basic,India,Real Estate,29,435,Wire,GBP,No,Active,1,15,Not Provided,,No Score,0,Paid,No,North America,2023-03,
CUST1318,2024-05-07,,Pro,United States,HealthTech,79,79,Card,USD,No,Active,1,1,Not Provided,,No Score,2,Referral,No,Other,2024-05,
CUST1319,2023-04-28,,Basic,Australia,Real Estate,29,406,Card,GBP,No,Active,1,14,Not Provided,,No Score,3,Referral,No,Africa,2023-04,
CUST1320,2023-03-13,2024-04-24,Basic,Nigeria,Fintech,29,377,PayPal,GBP,Yes,Churned,0,13,Other,8,8,1,Paid,No,Asia,2023-03,
CUST1321,2024-05-23,2024-06-25,Basic,Australia,Marketing,29,29,Card,GBP,Yes,Churned,0,1,Pricing,,No Score,0,Partnership,No,North America,2024-05,
CUST1322,2024-04-29,,Basic,United States,E-commerce,29,58,PayPal,USD,No,Active,1,2,Not Provided,,No Score,0,Organic,No,Africa,2024-04,
CUST1323,2024-05-04,,Basic,Australia,HealthTech,29,29,Card,USD,No,Active,1,1,Not Provided,4,4,0,Referral,No,North America,2024-05,
CUST1324,2023-09-07,2023-11-04,Pro,Canada,E-commerce,79,79,Wire,GBP,Yes,Churned,0,1,Pricing,,No Score,1,Organic,No,North America,2023-09,
CUST1325,2023-05-14,,Pro,United States,HealthTech,79,1027,PayPal,USD,No,Active,1,13,Not Provided,,No Score,0,Organic,No,Europe,2023-05,
CUST1326,2024-04-14,2024-05-19,Basic,Australia,Real Estate,29,29,PayPal,GBP,Yes,Churned,0,1,Pricing,,No Score,0,Organic,No,Europe,2024-04,
CUST1327,2023-03-27,,Pro,United Kingdom,Fintech,79,1185,PayPal,EUR,No,Active,1,15,Not Provided,,No Score,0,Organic,Yes,Other,2023-03,
CUST1328,2024-03-22,,Pro,Australia,Real Estate,79,237,Wire,GBP,No,Active,1,3,Not Provided,,No Score,1,Paid,No,Africa,2024-03,
CUST1329,2024-03-21,2024-05-25,Basic,United Kingdom,EdTech,29,58,Wire,USD,Yes,Churned,0,2,No Value,6,6,3,Paid,No,Africa,2024-03,
CUST1330,2023-12-13,2024-03-14,Basic,United States,E-commerce,29,87,Wire,USD,Yes,Churned,0,3,Bugs,2,2,1,Paid,Yes,Asia,2023-12,
CUST1331,2023-01-09,,Pro,Nigeria,EdTech,79,1343,Wire,GBP,No,Active,1,17,Not Provided,,No Score,1,Referral,No,Other,2023-01,
CUST1332,2023-02-05,,Pro,United Kingdom,Marketing,79,1343,Card,EUR,No,Active,1,16,Not Provided,10,10,3,Partnership,No,Other,2023-02,
CUST1333,2024-01-11,2024-06-08,Pro,India,EdTech,79,316,Wire,GBP,Yes,Churned,0,4,No Value,,No Score,2,Organic,Yes,Other,2024-01,
CUST1334,2023-04-28,,Basic,United States,HealthTech,29,406,PayPal,EUR,No,Active,1,14,Not Provided,,No Score,0,Organic,No,North America,2023-04,
CUST1335,2024-04-03,2024-05-08,Pro,Canada,Marketing,79,79,Card,GBP,Yes,Churned,0,1,Bugs,8,8,1,Organic,No,Asia,2024-04,
CUST1336,2023-12-04,2024-03-16,Enterprise,Germany,Marketing,199,597,Card,GBP,Yes,Churned,0,3,Bugs,10,10,1,Organic,No,Europe,2023-12,
CUST1337,2023-05-17,,Basic,United States,EdTech,29,377,PayPal,GBP,No,Active,1,13,Not Provided,,No Score,1,Organic,No,Other,2023-05,
CUST1338,2023-01-24,2023-10-05,Pro,United States,HealthTech,79,632,Wire,GBP,Yes,Churned,0,8,Not Provided,9,9,0,Referral,Yes,Asia,2023-01,
CUST1339,2024-04-02,,Basic,Nigeria,Fintech,29,58,PayPal,EUR,No,Active,1,2,Not Provided,7,7,0,Referral,No,Europe,2024-04,
CUST1340,2023-12-03,2024-05-24,Enterprise,Germany,EdTech,199,995,PayPal,EUR,Yes,Churned,0,5,No Value,,No Score,2,Paid,Yes,Africa,2023-12,
CUST1341,2024-05-04,,Basic,Germany,E-commerce,29,29,PayPal,EUR,No,Active,1,1,Not Provided,10,10,2,Organic,No,Other,2024-05,
CUST1342,2023-09-26,,Basic,Australia,Marketing,29,261,PayPal,EUR,No,Active,1,9,Not Provided,,No Score,0,Organic,Yes,North America,2023-09,
CUST1343,2023-09-28,2023-11-19,Pro,United States,Marketing,79,79,Wire,USD,Yes,Churned,0,1,Bugs,,No Score,2,Organic,No,Asia,2023-09,
CUST1344,2024-05-13,,Basic,United States,Fintech,29,29,PayPal,EUR,No,Active,1,1,Not Provided,,No Score,0,Organic,Yes,Other,2024-05,
CUST1345,2023-09-02,,Basic,India,E-commerce,29,290,Card,USD,No,Active,1,9,Not Provided,,No Score,0,Organic,No,Other,2023-09,
CUST1346,2024-04-24,,Pro,United States,Real Estate,79,158,Wire,USD,No,Active,1,2,Not Provided,,No Score,0,Paid,No,North America,2024-04,
CUST1347,2023-07-10,2023-11-05,Enterprise,Canada,Real Estate,199,597,PayPal,GBP,Yes,Churned,0,3,Switched to Competitor,6,6,0,Organic,No,Asia,2023-07,
CUST1348,2023-09-25,,Pro,Nigeria,Fintech,79,711,PayPal,EUR,No,Active,1,9,Not Provided,6,6,0,Paid,No,North America,2023-09,
CUST1349,2023-04-20,,Pro,Australia,HealthTech,79,1106,PayPal,GBP,No,Active,1,14,Not Provided,,No Score,1,Referral,No,North America,2023-04,
